h1248
w2144
s1216.0,160.0
c992.0,704.0
608.0,192.0
704.0,96.0
704.0,128.0
640.0,64.0
640.0,96.0
1024.0,96.0
1024.0,128.0
864.0,384.0
864.0,416.0
1056.0,448.0
1056.0,480.0
1024.0,480.0
1024.0,448.0
1216.0,512.0
1216.0,544.0
704.0,192.0
704.0,224.0
704.0,384.0
704.0,416.0
640.0,448.0
640.0,480.0
672.0,512.0
672.0,544.0
608.0,544.0
608.0,576.0
512.0,384.0
512.0,416.0
480.0,416.0
480.0,384.0
512.0,256.0
416.0,320.0
384.0,288.0
384.0,320.0
320.0,352.0
256.0,320.0
224.0,352.0
192.0,448.0
224.0,448.0
224.0,480.0
192.0,480.0
32.0,448.0
32.0,480.0
288.0,576.0
288.0,608.0
160.0,544.0
416.0,480.0
416.0,512.0
192.0,800.0
160.0,928.0
192.0,928.0
192.0,960.0
160.0,960.0
256.0,864.0
256.0,896.0
384.0,896.0
384.0,928.0
448.0,768.0
448.0,800.0
480.0,800.0
480.0,768.0
576.0,768.0
576.0,800.0
576.0,864.0
576.0,864.0
576.0,896.0
704.0,928.0
832.0,864.0
832.0,896.0
1088.0,960.0
1088.0,992.0
1344.0,832.0
1408.0,864.0
1408.0,896.0
1568.0,704.0
1568.0,736.0
32.0,416.0
64.0,416.0
96.0,416.0
96.0,384.0
128.0,384.0
128.0,352.0
128.0,320.0
128.0,288.0
160.0,288.0
160.0,256.0
192.0,256.0
224.0,256.0
256.0,256.0
256.0,224.0
256.0,192.0
256.0,160.0
256.0,128.0
288.0,128.0
320.0,128.0
352.0,128.0
384.0,128.0
416.0,128.0
448.0,128.0
480.0,128.0
512.0,128.0
512.0,96.0
544.0,96.0
544.0,64.0
544.0,32.0
576.0,32.0
608.0,32.0
640.0,32.0
672.0,32.0
704.0,32.0
736.0,32.0
768.0,32.0
768.0,32.0
768.0,64.0
768.0,96.0
800.0,96.0
800.0,64.0
800.0,32.0
768.0,192.0
800.0,192.0
800.0,224.0
800.0,256.0
800.0,288.0
800.0,320.0
800.0,352.0
800.0,384.0
800.0,416.0
800.0,448.0
800.0,480.0
800.0,512.0
800.0,544.0
768.0,544.0
768.0,512.0
768.0,480.0
768.0,448.0
768.0,416.0
768.0,384.0
768.0,352.0
768.0,320.0
768.0,288.0
768.0,256.0
768.0,224.0
32.0,512.0
64.0,512.0
64.0,544.0
64.0,576.0
64.0,608.0
64.0,640.0
64.0,672.0
32.0,672.0
32.0,704.0
32.0,736.0
32.0,768.0
32.0,800.0
32.0,832.0
32.0,864.0
32.0,896.0
32.0,928.0
32.0,960.0
32.0,992.0
32.0,1024.0
32.0,1056.0
64.0,1056.0
96.0,1056.0
128.0,1056.0
160.0,1056.0
192.0,1056.0
224.0,1056.0
256.0,1056.0
288.0,1056.0
320.0,1056.0
352.0,1056.0
384.0,1056.0
416.0,1056.0
448.0,1056.0
480.0,1056.0
512.0,1056.0
544.0,1056.0
576.0,1056.0
608.0,1056.0
640.0,1056.0
672.0,1056.0
704.0,1056.0
736.0,1056.0
768.0,1056.0
800.0,1056.0
832.0,1056.0
864.0,1056.0
896.0,1056.0
928.0,1056.0
960.0,1056.0
992.0,1056.0
1024.0,1056.0
1056.0,1056.0
1088.0,1056.0
1120.0,1056.0
1152.0,1056.0
1184.0,1056.0
1216.0,1056.0
1248.0,1056.0
1280.0,1056.0
1312.0,1056.0
1344.0,1056.0
1376.0,1056.0
1408.0,1056.0
1440.0,1056.0
1472.0,1056.0
1504.0,1056.0
1504.0,1056.0
1536.0,1056.0
1568.0,1056.0
1600.0,1056.0
1632.0,1056.0
1664.0,1056.0
1696.0,1056.0
1728.0,1056.0
1696.0,1024.0
1696.0,992.0
1696.0,960.0
1696.0,928.0
1696.0,896.0
1696.0,864.0
1696.0,832.0
1696.0,800.0
1696.0,768.0
1696.0,736.0
1696.0,704.0
1696.0,672.0
1728.0,672.0
1760.0,672.0
1792.0,672.0
1696.0,608.0
1728.0,608.0
1760.0,608.0
1792.0,608.0
1824.0,608.0
1824.0,576.0
1824.0,544.0
1824.0,512.0
1824.0,480.0
1824.0,448.0
1824.0,416.0
1824.0,384.0
1824.0,352.0
1824.0,320.0
1824.0,288.0
1824.0,256.0
1824.0,224.0
1824.0,192.0
1792.0,192.0
1760.0,192.0
1728.0,192.0
1696.0,192.0
1696.0,224.0
1696.0,256.0
1696.0,288.0
1696.0,320.0
1696.0,320.0
1696.0,352.0
1696.0,384.0
1696.0,416.0
1696.0,448.0
1696.0,480.0
1696.0,512.0
1696.0,544.0
1696.0,576.0
96.0,672.0
128.0,672.0
160.0,672.0
192.0,672.0
224.0,672.0
256.0,672.0
256.0,640.0
224.0,640.0
192.0,640.0
160.0,640.0
128.0,640.0
96.0,640.0
384.0,672.0
384.0,640.0
416.0,672.0
416.0,640.0
448.0,640.0
448.0,672.0
480.0,640.0
480.0,672.0
512.0,640.0
512.0,672.0
544.0,640.0
544.0,672.0
576.0,640.0
576.0,672.0
608.0,640.0
608.0,672.0
640.0,640.0
640.0,672.0
672.0,640.0
672.0,672.0
704.0,640.0
704.0,672.0
736.0,640.0
736.0,672.0
768.0,640.0
768.0,672.0
800.0,640.0
800.0,672.0
832.0,640.0
832.0,672.0
864.0,640.0
864.0,672.0
896.0,640.0
896.0,672.0
928.0,640.0
928.0,672.0
960.0,640.0
960.0,672.0
992.0,640.0
992.0,672.0
1024.0,640.0
1024.0,672.0
1088.0,640.0
1088.0,672.0
1056.0,640.0
1056.0,672.0
1120.0,640.0
1120.0,672.0
1152.0,640.0
1152.0,672.0
1184.0,640.0
1184.0,672.0
1216.0,640.0
1216.0,672.0
1248.0,640.0
1248.0,672.0
1280.0,640.0
1280.0,672.0
1312.0,640.0
1312.0,672.0
1344.0,640.0
1344.0,672.0
1376.0,640.0
1376.0,672.0
1408.0,640.0
1408.0,672.0
1440.0,640.0
1440.0,672.0
1472.0,640.0
1472.0,672.0
1504.0,640.0
1504.0,672.0
1536.0,640.0
1536.0,672.0
1568.0,672.0
1568.0,640.0
1568.0,608.0
1600.0,672.0
1600.0,640.0
1600.0,608.0
1632.0,640.0
1632.0,608.0
1664.0,576.0
1632.0,576.0
1600.0,576.0
1600.0,544.0
1600.0,512.0
1600.0,480.0
1632.0,480.0
1664.0,480.0
1664.0,512.0
1664.0,544.0
832.0,32.0
864.0,32.0
864.0,64.0
896.0,64.0
928.0,64.0
960.0,64.0
992.0,64.0
1024.0,64.0
1056.0,64.0
1088.0,64.0
1120.0,64.0
1152.0,64.0
1184.0,64.0
1216.0,64.0
1248.0,64.0
1280.0,64.0
1312.0,64.0
1344.0,64.0
1376.0,64.0
1408.0,64.0
1440.0,64.0
1472.0,64.0
1504.0,64.0
1536.0,64.0
1568.0,64.0
1600.0,64.0
1632.0,64.0
1664.0,64.0
1696.0,64.0
1728.0,64.0
1728.0,96.0
1760.0,96.0
1792.0,96.0
1824.0,96.0
1824.0,64.0
1856.0,64.0
1888.0,64.0
1824.0,704.0
1824.0,736.0
1824.0,768.0
1824.0,800.0
1824.0,832.0
1824.0,864.0
1824.0,896.0
1824.0,928.0
1824.0,960.0
1824.0,992.0
1824.0,1024.0
1824.0,1056.0
1824.0,1088.0
1824.0,1120.0
1824.0,1152.0
1824.0,1184.0
1856.0,1184.0
1888.0,1184.0
1920.0,1184.0
1952.0,1184.0
1984.0,1184.0
2016.0,1184.0
2048.0,1184.0
2080.0,1184.0
2080.0,1152.0
2080.0,1120.0
2080.0,1088.0
2080.0,1056.0
2080.0,1024.0
2080.0,992.0
2080.0,960.0
2080.0,928.0
2080.0,896.0
2080.0,864.0
2080.0,800.0
2080.0,832.0
2080.0,768.0
2080.0,736.0
2080.0,704.0
2080.0,672.0
2080.0,640.0
2080.0,608.0
2080.0,576.0
2080.0,544.0
2080.0,512.0
2080.0,480.0
2080.0,448.0
2080.0,416.0
2080.0,384.0
2080.0,384.0
2080.0,352.0
2080.0,320.0
2080.0,288.0
2080.0,256.0
2080.0,224.0
2080.0,192.0
2080.0,160.0
2080.0,128.0
2080.0,96.0
2080.0,64.0
2048.0,64.0
2016.0,64.0
1984.0,64.0
1952.0,64.0
1920.0,64.0
